PRISM Time Series Data
Locations: 67
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1991-01-01 - 1991-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Jun-15
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
Alachua,-82.3576,29.6748,147.0,1991-01-01,0.00,61.3,69.6,77.9,63.1,0.39,9.72
Alachua,-82.3576,29.6748,147.0,1991-01-02,0.00,58.6,66.2,73.8,58.7,0.46,10.51
Alachua,-82.3576,29.6748,147.0,1991-01-03,0.00,57.6,63.5,69.3,58.2,0.31,6.95
Alachua,-82.3576,29.6748,147.0,1991-01-04,0.00,55.5,61.7,67.8,58.3,0.11,5.54
Alachua,-82.3576,29.6748,147.0,1991-01-05,0.00,55.9,59.2,62.5,56.4,0.09,3.36
Alachua,-82.3576,29.6748,147.0,1991-01-06,0.00,58.4,63.4,68.5,58.8,0.65,6.05
Alachua,-82.3576,29.6748,147.0,1991-01-07,0.00,60.0,69.4,78.7,64.0,0.25,10.95
Alachua,-82.3576,29.6748,147.0,1991-01-08,0.00,58.7,69.5,80.4,63.7,0.04,15.09
Alachua,-82.3576,29.6748,147.0,1991-01-09,0.00,49.6,57.1,64.5,54.2,0.06,3.59
Alachua,-82.3576,29.6748,147.0,1991-01-10,0.00,49.5,52.0,54.4,51.4,0.00,1.22
Alachua,-82.3576,29.6748,147.0,1991-01-11,0.24,53.1,64.4,75.8,61.1,0.25,12.87
Alachua,-82.3576,29.6748,147.0,1991-01-12,1.90,63.7,70.7,77.8,65.5,0.21,10.84
Alachua,-82.3576,29.6748,147.0,1991-01-13,0.00,36.6,54.6,72.7,48.6,0.20,10.42
Alachua,-82.3576,29.6748,147.0,1991-01-14,0.00,31.0,42.3,53.7,35.2,0.18,7.00
Alachua,-82.3576,29.6748,147.0,1991-01-15,0.00,33.6,48.6,63.7,45.4,0.23,10.10
Alachua,-82.3576,29.6748,147.0,1991-01-16,0.32,55.2,63.1,71.0,61.8,0.64,7.30
Alachua,-82.3576,29.6748,147.0,1991-01-17,0.11,40.9,56.2,71.5,54.3,0.66,10.21
Alachua,-82.3576,29.6748,147.0,1991-01-18,0.00,35.6,49.0,62.4,39.2,0.12,11.41
Alachua,-82.3576,29.6748,147.0,1991-01-19,0.13,39.0,52.2,65.4,42.6,0.75,13.35
Alachua,-82.3576,29.6748,147.0,1991-01-20,1.34,52.4,62.6,72.7,57.9,0.04,6.98
Alachua,-82.3576,29.6748,147.0,1991-01-21,0.00,40.2,53.6,66.9,47.4,0.51,10.32
Alachua,-82.3576,29.6748,147.0,1991-01-22,0.00,37.6,50.6,63.7,38.0,0.88,10.77
Alachua,-82.3576,29.6748,147.0,1991-01-23,0.00,31.1,42.1,53.0,29.4,0.42,9.02
Alachua,-82.3576,29.6748,147.0,1991-01-24,0.00,37.3,48.6,60.0,38.4,1.12,11.09
Alachua,-82.3576,29.6748,147.0,1991-01-25,1.12,43.5,58.0,72.4,50.6,0.00,10.27
Alachua,-82.3576,29.6748,147.0,1991-01-26,0.05,42.4,45.2,47.9,43.9,0.37,2.24
Alachua,-82.3576,29.6748,147.0,1991-01-27,0.00,36.8,48.1,59.3,40.2,0.47,7.84
Alachua,-82.3576,29.6748,147.0,1991-01-28,0.88,41.1,53.6,66.2,51.6,0.21,9.41
Alachua,-82.3576,29.6748,147.0,1991-01-29,0.09,60.0,64.3,68.7,61.7,0.46,3.51
