PRISM Time Series Data
Locations: 67
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2011-01-01 - 2011-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Jun-15
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
Alachua,-82.3576,29.6748,147.0,2011-01-01,0.00,46.0,61.1,76.1,53.5,0.22,16.46
Alachua,-82.3576,29.6748,147.0,2011-01-02,0.25,52.1,64.6,77.2,57.1,0.53,16.84
Alachua,-82.3576,29.6748,147.0,2011-01-03,0.11,39.5,56.4,73.4,55.5,0.73,7.96
Alachua,-82.3576,29.6748,147.0,2011-01-04,0.00,36.7,50.2,63.8,37.0,0.13,13.90
Alachua,-82.3576,29.6748,147.0,2011-01-05,0.00,43.4,55.3,67.3,47.6,0.44,10.48
Alachua,-82.3576,29.6748,147.0,2011-01-06,0.82,50.7,57.1,63.5,53.6,0.36,5.27
Alachua,-82.3576,29.6748,147.0,2011-01-07,0.00,35.7,49.2,62.7,41.7,0.83,9.89
Alachua,-82.3576,29.6748,147.0,2011-01-08,0.00,36.3,48.9,61.6,42.5,0.72,11.83
Alachua,-82.3576,29.6748,147.0,2011-01-09,0.00,33.4,49.1,64.8,34.3,0.62,15.31
Alachua,-82.3576,29.6748,147.0,2011-01-10,0.00,35.2,46.1,57.1,36.8,1.31,7.75
Alachua,-82.3576,29.6748,147.0,2011-01-11,0.14,43.0,54.4,65.7,52.4,0.04,5.15
Alachua,-82.3576,29.6748,147.0,2011-01-12,0.00,31.3,39.9,48.6,38.4,0.26,1.88
Alachua,-82.3576,29.6748,147.0,2011-01-13,0.00,25.0,36.6,48.2,20.6,0.93,7.74
Alachua,-82.3576,29.6748,147.0,2011-01-14,0.00,23.6,36.2,48.7,20.5,0.63,8.48
Alachua,-82.3576,29.6748,147.0,2011-01-15,0.00,26.8,42.1,57.4,26.8,0.48,12.19
Alachua,-82.3576,29.6748,147.0,2011-01-16,0.00,36.3,49.4,62.6,35.0,0.99,11.72
Alachua,-82.3576,29.6748,147.0,2011-01-17,0.20,45.7,55.8,65.8,38.5,0.87,12.90
Alachua,-82.3576,29.6748,147.0,2011-01-18,0.38,49.2,55.2,61.3,55.2,0.09,2.07
Alachua,-82.3576,29.6748,147.0,2011-01-19,0.07,50.7,58.1,65.5,55.2,0.13,4.55
Alachua,-82.3576,29.6748,147.0,2011-01-20,0.00,38.0,52.5,67.1,47.9,0.10,9.40
Alachua,-82.3576,29.6748,147.0,2011-01-21,0.17,40.9,56.9,72.9,54.2,0.09,13.30
Alachua,-82.3576,29.6748,147.0,2011-01-22,0.00,41.7,50.4,59.2,48.6,0.12,2.78
Alachua,-82.3576,29.6748,147.0,2011-01-23,0.00,25.8,39.3,52.7,24.0,0.58,10.31
Alachua,-82.3576,29.6748,147.0,2011-01-24,0.00,27.2,42.4,57.6,24.8,0.62,12.73
Alachua,-82.3576,29.6748,147.0,2011-01-25,0.01,32.0,50.5,68.9,44.8,0.47,14.00
Alachua,-82.3576,29.6748,147.0,2011-01-26,1.95,53.7,60.3,67.0,58.8,0.14,4.34
Alachua,-82.3576,29.6748,147.0,2011-01-27,0.00,32.6,47.7,62.9,40.9,0.32,10.76
Alachua,-82.3576,29.6748,147.0,2011-01-28,0.00,33.4,45.5,57.7,33.9,0.46,10.96
Alachua,-82.3576,29.6748,147.0,2011-01-29,0.00,35.8,50.3,64.8,39.4,0.17,13.96
Alachua,-82.3576,29.6748,147.0,2011-01-30,0.00,37.8,54.7,71.6,42.3,0.27,18.38
Alachua,-82.3576,29.6748,147.0,2011-01-31,0.00,38.6,55.2,71.7,46.8,0.26,17.95
Alachua,-82.3576,29.6748,147.0,2011-02-01,0.00,49.4,61.7,74.1,50.5,0.46,16.89
Alachua,-82.3576,29.6748,147.0,2011-02-02,0.00,49.8,63.9,77.9,59.9,0.16,16.25
Alachua,-82.3576,29.6748,147.0,2011-02-03,1.18,50.3,62.0,73.7,59.2,0.59,8.10
Alachua,-82.3576,29.6748,147.0,2011-02-04,0.71,47.8,50.3,52.8,49.0,0.10,1.42
Alachua,-82.3576,29.6748,147.0,2011-02-05,0.02,48.4,59.6,70.8,57.4,0.09,6.18
Alachua,-82.3576,29.6748,147.0,2011-02-06,0.11,50.9,59.0,67.1,54.6,0.67,4.99
Alachua,-82.3576,29.6748,147.0,2011-02-07,0.60,50.9,55.2,59.5,49.9,0.40,5.73
Alachua,-82.3576,29.6748,147.0,2011-02-08,1.60,41.4,49.4,57.3,49.1,0.30,1.39
Alachua,-82.3576,29.6748,147.0,2011-02-09,0.00,31.6,43.0,54.4,35.1,0.27,7.23
Alachua,-82.3576,29.6748,147.0,2011-02-10,0.35,34.4,50.6,66.9,46.1,0.47,11.85
Alachua,-82.3576,29.6748,147.0,2011-02-11,0.21,43.9,49.0,54.1,44.4,0.48,2.78
Alachua,-82.3576,29.6748,147.0,2011-02-12,0.00,35.5,45.8,56.2,37.5,0.69,7.20
Alachua,-82.3576,29.6748,147.0,2011-02-13,0.00,30.9,45.9,61.0,27.4,0.43,14.34
Alachua,-82.3576,29.6748,147.0,2011-02-14,0.00,31.2,48.2,65.3,30.7,0.39,16.73
Alachua,-82.3576,29.6748,147.0,2011-02-15,0.00,33.2,51.3,69.5,39.0,0.28,18.15
Alachua,-82.3576,29.6748,147.0,2011-02-16,0.00,42.0,56.9,71.9,43.8,0.62,20.54
Alachua,-82.3576,29.6748,147.0,2011-02-17,0.00,50.9,62.8,74.7,55.5,0.55,15.79
Alachua,-82.3576,29.6748,147.0,2011-02-18,0.00,49.9,64.0,78.1,55.2,0.15,18.49
Alachua,-82.3576,29.6748,147.0,2011-02-19,0.00,49.3,64.6,80.0,52.9,0.52,20.74
Alachua,-82.3576,29.6748,147.0,2011-02-20,0.00,48.7,64.3,80.0,53.3,0.48,21.08
Alachua,-82.3576,29.6748,147.0,2011-02-21,0.00,49.8,64.6,79.3,54.4,0.42,19.90
Alachua,-82.3576,29.6748,147.0,2011-02-22,0.00,54.3,66.3,78.3,59.0,0.49,17.11
Alachua,-82.3576,29.6748,147.0,2011-02-23,0.00,58.7,70.4,82.2,60.2,0.43,22.18
Alachua,-82.3576,29.6748,147.0,2011-02-24,0.00,55.0,65.6,76.2,54.4,0.61,16.79
Alachua,-82.3576,29.6748,147.0,2011-02-25,0.00,56.5,68.1,79.8,57.3,0.70,20.51
Alachua,-82.3576,29.6748,147.0,2011-02-26,0.00,62.3,71.7,81.0,61.9,0.88,19.85
Alachua,-82.3576,29.6748,147.0,2011-02-27,0.00,61.0,71.9,82.8,60.1,0.61,23.97
Alachua,-82.3576,29.6748,147.0,2011-02-28,0.00,56.5,70.5,84.5,57.6,0.40,24.94
Alachua,-82.3576,29.6748,147.0,2011-03-01,0.24,61.4,72.3,83.3,62.2,0.93,23.55
Alachua,-82.3576,29.6748,147.0,2011-03-02,0.00,49.3,62.5,75.6,53.3,0.75,15.30
Alachua,-82.3576,29.6748,147.0,2011-03-03,0.00,49.6,62.3,75.0,52.2,0.23,17.07
Alachua,-82.3576,29.6748,147.0,2011-03-04,0.00,51.9,63.5,75.2,52.5,0.23,18.61
Alachua,-82.3576,29.6748,147.0,2011-03-05,0.00,54.1,64.3,74.5,56.3,0.39,14.93
Alachua,-82.3576,29.6748,147.0,2011-03-06,0.12,55.6,66.6,77.7,57.4,0.71,18.29
Alachua,-82.3576,29.6748,147.0,2011-03-07,0.02,43.4,59.2,74.9,52.7,0.76,13.26
Alachua,-82.3576,29.6748,147.0,2011-03-08,0.00,41.1,53.1,65.1,41.3,0.36,13.30
Alachua,-82.3576,29.6748,147.0,2011-03-09,0.00,46.0,62.4,78.7,54.5,0.52,21.54
Alachua,-82.3576,29.6748,147.0,2011-03-10,1.26,59.1,70.7,82.3,59.5,0.75,18.96
Alachua,-82.3576,29.6748,147.0,2011-03-11,0.01,40.6,54.2,67.7,44.4,1.34,11.45
Alachua,-82.3576,29.6748,147.0,2011-03-12,0.00,33.1,49.0,64.9,33.4,0.42,15.94
Alachua,-82.3576,29.6748,147.0,2011-03-13,0.00,35.6,54.5,73.5,34.9,0.45,22.95
Alachua,-82.3576,29.6748,147.0,2011-03-14,0.00,40.2,58.5,76.8,43.1,0.22,23.18
Alachua,-82.3576,29.6748,147.0,2011-03-15,0.00,45.0,61.3,77.6,45.9,0.24,23.47
Alachua,-82.3576,29.6748,147.0,2011-03-16,0.00,50.9,65.4,79.9,51.0,1.08,23.44
Alachua,-82.3576,29.6748,147.0,2011-03-17,0.00,47.5,63.8,80.1,54.6,0.16,20.00
Alachua,-82.3576,29.6748,147.0,2011-03-18,0.00,49.9,66.0,82.2,50.9,0.54,27.44
Alachua,-82.3576,29.6748,147.0,2011-03-19,0.00,49.0,66.8,84.7,54.0,0.28,28.22
Alachua,-82.3576,29.6748,147.0,2011-03-20,0.00,50.6,69.1,87.6,50.0,0.26,35.55
Alachua,-82.3576,29.6748,147.0,2011-03-21,0.00,52.6,67.9,83.2,58.3,0.22,21.00
Alachua,-82.3576,29.6748,147.0,2011-03-22,0.00,54.3,68.6,82.9,57.2,0.31,23.30
Alachua,-82.3576,29.6748,147.0,2011-03-23,0.00,57.8,71.4,85.1,58.6,0.28,27.11
Alachua,-82.3576,29.6748,147.0,2011-03-24,0.00,60.5,71.5,82.5,60.4,0.66,23.70
Alachua,-82.3576,29.6748,147.0,2011-03-25,0.00,50.0,66.5,83.0,59.9,0.85,19.68
Alachua,-82.3576,29.6748,147.0,2011-03-26,0.00,46.8,63.7,80.6,44.1,0.67,27.93
Alachua,-82.3576,29.6748,147.0,2011-03-27,0.00,51.8,67.6,83.3,59.7,0.32,21.86
Alachua,-82.3576,29.6748,147.0,2011-03-28,0.03,64.5,75.4,86.3,63.9,0.52,26.08
Alachua,-82.3576,29.6748,147.0,2011-03-29,0.10,57.9,64.7,71.4,63.8,0.17,3.94
Alachua,-82.3576,29.6748,147.0,2011-03-30,0.00,57.7,64.9,72.1,61.7,0.13,6.71
Alachua,-82.3576,29.6748,147.0,2011-03-31,0.59,65.1,70.9,76.8,66.1,0.30,7.07
Alachua,-82.3576,29.6748,147.0,2011-04-01,0.71,49.4,62.6,75.9,60.8,0.17,7.89
Alachua,-82.3576,29.6748,147.0,2011-04-02,0.00,51.4,63.2,74.9,49.9,0.42,18.86
Alachua,-82.3576,29.6748,147.0,2011-04-03,0.00,52.5,66.6,80.6,56.6,0.15,20.07
Alachua,-82.3576,29.6748,147.0,2011-04-04,0.00,55.0,68.9,82.8,50.8,0.28,28.61
Alachua,-82.3576,29.6748,147.0,2011-04-05,0.39,62.1,74.7,87.3,65.5,0.84,25.38
Alachua,-82.3576,29.6748,147.0,2011-04-06,0.33,40.1,52.6,65.0,45.8,0.23,11.65
Alachua,-82.3576,29.6748,147.0,2011-04-07,0.00,47.6,61.0,74.4,46.1,0.53,19.97
Alachua,-82.3576,29.6748,147.0,2011-04-08,0.00,56.4,69.6,82.9,60.9,0.29,19.68
Alachua,-82.3576,29.6748,147.0,2011-04-09,0.00,61.4,74.2,87.0,64.9,0.22,23.42
Alachua,-82.3576,29.6748,147.0,2011-04-10,0.00,59.6,74.2,88.7,63.7,0.20,26.04
Alachua,-82.3576,29.6748,147.0,2011-04-11,0.00,59.5,74.4,89.2,61.1,0.77,29.83
Alachua,-82.3576,29.6748,147.0,2011-04-12,0.00,65.9,77.6,89.2,65.4,0.77,27.54
Alachua,-82.3576,29.6748,147.0,2011-04-13,0.12,53.0,65.9,78.8,58.2,0.51,17.11
Alachua,-82.3576,29.6748,147.0,2011-04-14,0.00,48.9,65.2,81.6,48.9,0.59,26.90
Alachua,-82.3576,29.6748,147.0,2011-04-15,0.00,56.3,70.5,84.7,55.4,0.95,28.26
Alachua,-82.3576,29.6748,147.0,2011-04-16,0.00,63.5,74.0,84.5,64.9,0.32,20.12
Alachua,-82.3576,29.6748,147.0,2011-04-17,0.00,51.4,68.4,85.4,60.5,0.72,20.42
Alachua,-82.3576,29.6748,147.0,2011-04-18,0.00,49.2,64.5,79.7,49.0,0.49,24.30
Alachua,-82.3576,29.6748,147.0,2011-04-19,0.00,56.8,71.6,86.5,56.2,0.66,31.19
Alachua,-82.3576,29.6748,147.0,2011-04-20,0.00,63.0,77.4,91.7,63.4,0.86,34.41
Alachua,-82.3576,29.6748,147.0,2011-04-21,0.16,60.2,75.0,89.7,64.1,0.59,26.76
Alachua,-82.3576,29.6748,147.0,2011-04-22,0.00,62.0,75.8,89.7,62.6,0.92,30.25
Alachua,-82.3576,29.6748,147.0,2011-04-23,0.00,60.4,74.8,89.2,61.4,0.77,32.06
Alachua,-82.3576,29.6748,147.0,2011-04-24,0.00,62.6,75.9,89.1,64.1,0.61,28.29
Alachua,-82.3576,29.6748,147.0,2011-04-25,0.00,61.7,75.2,88.7,64.0,0.66,27.51
Alachua,-82.3576,29.6748,147.0,2011-04-26,0.00,66.4,78.2,90.0,66.2,0.73,31.09
Alachua,-82.3576,29.6748,147.0,2011-04-27,0.00,66.2,78.3,90.5,67.1,0.66,28.27
Alachua,-82.3576,29.6748,147.0,2011-04-28,0.00,70.8,82.0,93.1,67.9,2.23,33.77
Alachua,-82.3576,29.6748,147.0,2011-04-29,0.50,60.8,75.4,90.1,68.5,1.48,23.34
Alachua,-82.3576,29.6748,147.0,2011-04-30,0.00,49.8,66.4,82.9,49.3,0.85,29.05
Alachua,-82.3576,29.6748,147.0,2011-05-01,0.00,58.4,72.6,86.9,54.4,1.56,31.32
Alachua,-82.3576,29.6748,147.0,2011-05-02,0.00,60.2,73.5,86.8,60.3,1.15,26.28
Alachua,-82.3576,29.6748,147.0,2011-05-03,0.00,62.4,75.5,88.7,62.8,0.86,28.30
Alachua,-82.3576,29.6748,147.0,2011-05-04,0.00,67.8,79.2,90.5,65.3,2.07,29.87
Alachua,-82.3576,29.6748,147.0,2011-05-05,0.00,51.5,66.2,80.9,47.5,3.78,25.94
Alachua,-82.3576,29.6748,147.0,2011-05-06,0.00,58.7,70.7,82.7,54.8,2.25,24.73
Alachua,-82.3576,29.6748,147.0,2011-05-07,0.12,53.4,68.2,83.1,57.1,1.01,23.99
Alachua,-82.3576,29.6748,147.0,2011-05-08,0.00,52.7,69.1,85.6,51.0,1.04,30.56
Alachua,-82.3576,29.6748,147.0,2011-05-09,0.00,65.8,77.8,89.7,60.7,1.28,34.07
Alachua,-82.3576,29.6748,147.0,2011-05-10,0.00,64.7,78.3,91.8,65.2,1.10,31.91
Alachua,-82.3576,29.6748,147.0,2011-05-11,0.00,67.5,80.2,92.9,66.3,1.39,33.08
Alachua,-82.3576,29.6748,147.0,2011-05-12,0.00,63.4,78.8,94.2,64.0,1.01,36.09
Alachua,-82.3576,29.6748,147.0,2011-05-13,0.00,66.9,81.2,95.6,66.2,1.24,39.34
Alachua,-82.3576,29.6748,147.0,2011-05-14,0.00,68.2,81.0,93.9,63.9,2.28,36.54
Alachua,-82.3576,29.6748,147.0,2011-05-15,2.52,64.9,74.2,83.5,66.2,0.80,14.06
Alachua,-82.3576,29.6748,147.0,2011-05-16,0.00,55.1,67.2,79.3,56.1,1.67,18.88
Alachua,-82.3576,29.6748,147.0,2011-05-17,0.00,53.6,65.2,76.9,50.5,2.18,20.27
Alachua,-82.3576,29.6748,147.0,2011-05-18,0.00,50.6,63.6,76.6,51.8,1.01,18.17
Alachua,-82.3576,29.6748,147.0,2011-05-19,0.00,51.6,65.7,79.8,48.2,1.03,24.56
Alachua,-82.3576,29.6748,147.0,2011-05-20,0.00,62.4,75.6,88.7,60.2,0.80,32.73
Alachua,-82.3576,29.6748,147.0,2011-05-21,0.00,61.8,77.6,93.4,60.7,0.77,39.43
Alachua,-82.3576,29.6748,147.0,2011-05-22,0.00,62.7,78.0,93.3,61.8,0.99,37.57
Alachua,-82.3576,29.6748,147.0,2011-05-23,0.00,65.1,80.0,94.9,63.6,1.59,38.31
Alachua,-82.3576,29.6748,147.0,2011-05-24,0.00,69.9,82.4,94.9,67.6,1.80,35.69
Alachua,-82.3576,29.6748,147.0,2011-05-25,0.00,63.6,79.2,94.8,64.9,1.56,36.28
Alachua,-82.3576,29.6748,147.0,2011-05-26,0.00,65.5,80.1,94.7,63.1,1.38,40.07
