PRISM Time Series Data
Locations: 67
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2017-01-01 - 2017-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Jun-15
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
Alachua,-82.3576,29.6748,147.0,2017-01-01,0.00,31.3,50.3,69.4,46.8,0.26,13.48
Alachua,-82.3576,29.6748,147.0,2017-01-02,0.00,50.6,65.7,80.8,60.4,0.19,17.83
Alachua,-82.3576,29.6748,147.0,2017-01-03,0.13,58.4,71.1,83.7,66.6,0.14,17.40
Alachua,-82.3576,29.6748,147.0,2017-01-04,0.16,57.2,68.2,79.3,67.8,0.47,7.79
Alachua,-82.3576,29.6748,147.0,2017-01-05,0.00,47.5,60.4,73.2,53.6,0.37,13.98
Alachua,-82.3576,29.6748,147.0,2017-01-06,0.00,46.7,58.8,71.0,50.1,0.13,13.09
Alachua,-82.3576,29.6748,147.0,2017-01-07,0.90,50.2,62.6,75.0,60.3,0.10,12.36
Alachua,-82.3576,29.6748,147.0,2017-01-08,0.00,27.9,41.0,54.2,34.5,0.46,2.93
Alachua,-82.3576,29.6748,147.0,2017-01-09,0.00,26.7,37.1,47.5,23.1,0.70,7.32
Alachua,-82.3576,29.6748,147.0,2017-01-10,0.00,31.9,46.4,61.0,38.8,0.17,9.71
Alachua,-82.3576,29.6748,147.0,2017-01-11,0.00,38.3,54.4,70.5,48.4,0.11,13.75
Alachua,-82.3576,29.6748,147.0,2017-01-12,0.00,45.2,59.6,74.0,53.3,0.10,13.87
Alachua,-82.3576,29.6748,147.0,2017-01-13,0.00,48.0,63.3,78.7,55.6,0.32,18.36
